0	0	5.421746133987966E-4	5.35308550433509E-4	6.557153624057265E-4	4.1682898308854417E-4	0.0012450259049272537	0.9942536422872765	8.554581825152349E-4	5.340743275507454E-4	5.367087137025997E-4	4.250630747010048E-4
1	1	0.0011366478435458737	0.0011222534114380687	0.0013746815771880337	8.738656385715326E-4	0.002610148050132688	0.0011382332347660245	0.9886081874447992	0.0011196659115008181	0.0011251887988964512	8.91128089161373E-4
2	2	7.341593538921434E-4	7.248620090408628E-4	8.879050307854368E-4	0.9920480948130512	0.0016858912080194466	7.351833560054286E-4	0.0011583770450262216	7.231907462192999E-4	7.26757971956823E-4	5.755784660030897E-4
3	3	0.0011366478435458737	0.0011222534114380687	0.0013746815771880337	8.738656385715326E-4	0.989424900918008	0.0011382332347660245	0.00179343457692365	0.0011196659115008181	0.0011251887988964512	8.91128089161373E-4
4	4	7.901155435949069E-4	7.801095733076469E-4	9.555794152052085E-4	6.074483209284258E-4	0.9926489543729989	7.912175931459906E-4	0.0012466662772415162	7.783109301033499E-4	7.821500428079507E-4	6.194479306659703E-4
5	5	6.856046528405793E-4	6.769222014690779E-4	8.291821348590841E-4	5.270993572583739E-4	0.0015743923308657675	6.86560931078628E-4	0.0010817660874349827	6.753614700549667E-4	0.9927255990905716	5.375117435669636E-4
6	6	6.055118339582463E-4	5.978436726769175E-4	7.323164933081112E-4	4.6552323874900084E-4	0.0013904707088590877	6.063563990983692E-4	9.553934104774847E-4	5.96465267006887E-4	5.994074040061903E-4	0.9934507115718596
7	7	5.720955322609594E-4	0.9939284758665728	6.91902239604243E-4	4.398324691872495E-4	0.001313734985289927	5.728934884961153E-4	9.026682403756615E-4	5.635482170064582E-4	5.663279866793283E-4	4.4852097452722795E-4
8	8	6.055118339582463E-4	5.978436726769175E-4	7.323164933081112E-4	4.6552323874900084E-4	0.9943664630379704	6.063563990983692E-4	9.553934104774847E-4	5.96465267006887E-4	5.994074040061903E-4	4.747192427484982E-4
9	9	6.055118339582463E-4	5.978436726769175E-4	7.323164933081112E-4	4.6552323874900084E-4	0.0013904707088590877	6.063563990983692E-4	9.553934104774847E-4	0.9935724575961181	5.994074040061903E-4	4.747192427484982E-4
10	10	8.553052353848927E-4	8.444737072100881E-4	0.991112780788392	6.575667740340276E-4	0.00196408527503449	8.56498211220309E-4	0.0013495243858272275	8.425266641963219E-4	8.466825287684042E-4	6.705564299322026E-4
11	11	0.9950323229893198	4.6270876295497783E-4	5.667857237543133E-4	3.6029766939550917E-4	0.0010761726033504618	4.6929729653300695E-4	7.394389592148016E-4	4.6164192824286305E-4	4.639190328332589E-4	3.674150344011198E-4
12	12	0.0011366478435458737	0.0011222534114380687	0.0013746815771880337	8.738656385715326E-4	0.002610148050132688	0.0011382332347660245	0.9886081874447992	0.0011196659115008181	0.0011251887988964512	8.91128089161373E-4
13	13	0.00488928288497597	0.0048273653342206825	0.477555058406293	0.0037589270368100208	0.48286940894628594	0.004896102434410466	0.00771444650343282	0.004816235221028711	0.0048399918831932036	0.0038331813493492095
14	14	0.00488928288497597	0.0048273653342206825	0.005913183353843196	0.0037589270368100208	0.011227533893836225	0.4765379774868603	0.00771444650343282	0.47645811027347845	0.0048399918831932036	0.0038331813493492095
15	15	5.421746133987966E-4	5.35308550433509E-4	6.557153624057265E-4	4.1682898308854417E-4	0.0012450259049272537	0.9942536422872765	8.554581825152349E-4	5.340743275507454E-4	5.367087137025997E-4	4.250630747010048E-4
16	16	0.0011366478435458737	0.0011222534114380687	0.0013746815771880337	8.738656385715326E-4	0.002610148050132688	0.0011382332347660245	0.9886081874447992	0.0011196659115008181	0.0011251887988964512	8.91128089161373E-4
17	17	7.341593538921434E-4	7.248620090408628E-4	8.879050307854368E-4	0.9920480948130512	0.0016858912080194466	7.351833560054286E-4	0.0011583770450262216	7.231907462192999E-4	7.26757971956823E-4	5.755784660030897E-4
18	18	0.0011366478435458737	0.0011222534114380687	0.0013746815771880337	8.738656385715326E-4	0.989424900918008	0.0011382332347660245	0.00179343457692365	0.0011196659115008181	0.0011251887988964512	8.91128089161373E-4
19	19	7.901155435949069E-4	7.801095733076469E-4	9.555794152052085E-4	6.074483209284258E-4	0.9926489543729989	7.912175931459906E-4	0.0012466662772415162	7.783109301033499E-4	7.821500428079507E-4	6.194479306659703E-4
20	20	6.856046528405793E-4	6.769222014690779E-4	8.291821348590841E-4	5.270993572583739E-4	0.0015743923308657675	6.86560931078628E-4	0.0010817660874349827	6.753614700549667E-4	0.9927255990905716	5.375117435669636E-4
21	21	6.055118339582463E-4	5.978436726769175E-4	7.323164933081112E-4	4.6552323874900084E-4	0.0013904707088590877	6.063563990983692E-4	9.553934104774847E-4	5.96465267006887E-4	5.994074040061903E-4	0.9934507115718596
22	22	5.720955322609594E-4	0.9939284758665728	6.91902239604243E-4	4.398324691872495E-4	0.001313734985289927	5.728934884961153E-4	9.026682403756615E-4	5.635482170064582E-4	5.663279866793283E-4	4.4852097452722795E-4
23	23	6.055118339582463E-4	5.978436726769175E-4	7.323164933081112E-4	4.6552323874900084E-4	0.9943664630379704	6.063563990983692E-4	9.553934104774847E-4	5.96465267006887E-4	5.994074040061903E-4	4.747192427484982E-4
24	24	6.055118339582463E-4	5.978436726769175E-4	7.323164933081112E-4	4.6552323874900084E-4	0.0013904707088590877	6.063563990983692E-4	9.553934104774847E-4	0.9935724575961181	5.994074040061903E-4	4.747192427484982E-4
